#				
#   VizieR Astronomical Server vizier.u-strasbg.fr				
#    Date: 2021-04-23T06:47:17 [V1.99+ (14-Oct-2013)]				
#   In case of problem, please report to:	cds-question@unistra.fr			
#				
#				
#Coosys	J2000:	eq_FK5 J2000		
#INFO	votable-version=1.99+ (14-Oct-2013)			
#INFO	-ref=VIZ60826c0f15d4da			
#INFO	-out.max=9999			
#INFO	queryParameters=9			
#-oc.form=dec				
#-out.max=9999				
#-nav=cat:J/AJ/159/60&tab:{J/AJ/159/60/table1}&key:source=J/AJ/159/60/table1&HTTPPRM:&				
#-source=J/AJ/159/60/table1				
#-order=I				
#-out=TIC				
#-out=Sec				
#-out=Outbst				
#-out=Flare				
#				
				
#RESOURCE=yCat_51590060				
#Name: J/AJ/159/60				
#Title: 8695 flares from 1228 stars in TESS sectors 1 & 2 (Gunther+, 2020)				
#Table	J_AJ_159_60_table1:			
441398770	1	33	1	
441398770	1	34	1	
441398770	1	34	2	
441398770	1	34	3	
441398770	1	34	4	
441398770	1	35	1	
441398770	1	36	1	
441398770	1	36	2	
441398770	1	36	3	
441398770	1	37	1	
441398770	1	38	1	
441398770	1	39	1	
441398770	1	39	2	
441398770	1	40	1	
441398770	1	40	2	
441398770	1	41	1	
441398770	1	41	2	
441398770	1	42	1	
441398770	1	42	2	
441398770	1	43	1	
441398770	1	43	2	
441398770	1	44	1	
441398770	1	44	2	
441398770	1	45	1	
441398770	1	45	2	
441398770	1	46	1	
441398770	1	46	2	
441398770	1	47	1	
441398770	1	47	2	
441398770	1	48	1	
441420236	1	1	1	
441420236	1	1	2	
441420236	1	2	1	
441420236	1	3	1	
441420236	1	4	1	
441420236	1	5	1	
441420236	1	5	2	
441420236	1	5	3	
441420236	1	6	1	
441420236	1	7	1	
441420236	1	8	1	
441420236	1	9	1	
441420236	1	9	2	
441420236	1	10	1	
441420236	1	11	1	
441420236	1	11	2	
441420236	1	11	3	
441420236	1	12	1	
441420236	1	12	2	
441420236	1	13	1	
441420236	1	13	2	
441420236	1	14	1	
441420236	1	14	2	
441420236	1	14	3	
441420236	1	15	1	
441420236	1	16	1	
441420236	1	16	2	
441420236	1	16	3	
441420236	1	17	1	
441420236	1	18	1	
441420236	1	19	1	
441420236	1	20	1	
441420236	1	20	2	
441420236	1	21	1	
441420236	1	21	2	
441420236	1	22	1	
441420236	1	23	1	
441420236	1	24	1	
441420236	1	24	2	
441420236	1	25	1	
441420236	1	26	1	
441420236	1	27	1	
441420236	1	27	2	
441420236	1	27	3	
441420236	1	28	1	
441420236	1	28	2	
441423591	1	1	1	
441423591	1	3	1	
441423591	1	4	1	
441423591	1	5	1	
441423591	1	6	1	
441423591	1	7	1	
441461724	2	1	1	
441461724	2	2	1	
441469231	2	1	1	
441490000	2	1	1	
444151146	1	1	1	
444151146	1	2	1	
444151146	1	3	1	
444151146	1	3	2	
444151146	1	3	3	
444153368	2	1	1	
444153368	2	2	1	
453101762	2	1	1	
471012589	1	2	1	
471012589	1	3	1	
471012589	1	4	1	
471012589	1	4	2	
471012589	1	5	1	
471012589	1	6	1	
471012589	1	6	2	
471012589	1	7	1	
471012589	1	8	1	
471012589	1	9	1	
471012589	1	10	1	
471012589	1	10	2	
471012589	1	12	1	
471012589	1	13	1	
471012589	1	14	1	
471012589	1	15	1	
471012589	1	16	1	
471012589	1	18	1	
471012663	2	1	1	
471012663	2	2	1	
471012663	2	3	1	
471012663	2	4	1	
471012663	2	5	1	
471012663	2	6	1	
471012663	2	9	1	
471012663	2	10	1	
471012663	2	11	1	
471012663	2	12	1	
471012663	2	12	2	
471012663	2	13	1	
471012663	2	14	1	
471012663	2	15	1	
471012663	2	16	1	
471015484	2	1	1	
471015484	2	2	1	
471015484	2	3	1	
471015484	2	4	1	
471015484	2	4	2	
471015484	2	4	3	
471015484	2	5	1	
471015484	2	6	1	
471015484	2	7	1	
471015484	2	9	1	
471015484	2	10	1	
471015484	2	10	2	
471015484	2	11	1	
471015484	2	12	1	
